iD_EQ,TYPE,SS_TYPE,LIBELLE_EQ,ACCES,VOIE,QUARTIER,COMMUNE,CODE_POST,CODE_INSEE,X_L93,Y_L93,X_WGS84,Y_WGS84
414,Vie Pratique,AutoLIB,Station AutoLIB Lavoisier,r Lavoisier,Lavoisier (rue),Chemin de l'Ile,NANTERRE,92000,92050,639474.416126661,6866472.12989741,2.17447576208259,48.8954090779299
523,Vie Pratique,AutoLIB,Station AutoLIB Lenine,62 av Vladimir Ilitch Lénine,Lénine (avenue Vladimir Ilitch),Vieux-Pont - Sainte-Geneviève,NANTERRE,92000,92050,640701.825221077,6865655.0928589,2.19132965400824,48.888176138971
455,Vie Pratique,AutoLIB,Station AutoLIB Lens,13 r de Lens,Lens (rue de),Parc Nord,NANTERRE,92000,92050,643114.652845271,6866957.69785139,2.22405752449006,48.9001074663297
395,Vie Pratique,AutoLIB,Station AutoLIB Luaps,r des Luaps Prolongée,Luaps Prolongée (rue des),Plateau - Mont-Valérien,NANTERRE,92000,92050,642104.361372501,6864813.1360524,2.21057003784993,48.8807324571321
403,Vie Pratique,AutoLIB,Station AutoLIB Maréchal Joffre,24 av du Maréchal Joffre,Joffre (avenue du Maréchal),Vieux-Pont - Sainte-Geneviève,NANTERRE,92000,92050,641077.707090139,6865375.13769332,2.19649418234159,48.8856931510725
658,Vie Pratique,AutoLIB,Station AutoLIB National,76 r Lamartine,Lamartine (rue),Vieux-Pont - Sainte-Geneviève,NANTERRE,92000,92050,640196.331879929,6865750.98842978,2.18442304236514,48.8889917240943
400,Vie Pratique,AutoLIB,Station AutoLIB Pablo Neruda,18 r Pablo Neruda,Neruda (rue Pablo),Parc Nord,NANTERRE,92000,92050,642570.221879736,6866473.98588534,2.21669716909338,48.8957093795061
407,Vie Pratique,AutoLIB,Station AutoLIB Pablo Picasso,av Pablo Picasso,Picasso (avenue Pablo),La Boule - Champs Pierreux,NANTERRE,92000,92050,642378.401559204,6866101.51045832,2.21413160356826,48.8923427692786
404,Vie Pratique,AutoLIB,Station AutoLIB Paul Vaillant Couturier,r Paul Vaillant-Couturier,Vaillant-Couturier (rue Paul),Plateau - Mont-Valérien,NANTERRE,92000,92050,641637.835290723,6865071.24957398,2.20417372896598,48.8830114423967
393,Vie Pratique,AutoLIB,Station AutoLIB Pesaro,bd de Pesaro,Pesaro (boulevard de),Parc Nord,NANTERRE,92000,92050,643151.933427244,6866453.28739104,2.224633575548,48.8955748794049
454,Vie Pratique,AutoLIB,Station AutoLIB Pesaro,bd de Pesaro,Pesaro (boulevard de),Parc Nord,NANTERRE,92000,92050,642819.70798447,6866619.09665326,2.22008021864066,48.8970364879207
517,Vie Pratique,AutoLIB,Station AutoLIB Peupliers,r des Peupliers,Peupliers (rue des),Petit Nanterre,NANTERRE,92000,92050,642470.196361594,6868377.15093445,2.21507495407412,48.9128144237029
411,Vie Pratique,AutoLIB,Station AutoLIB Raspail,9 bd François-Vincent Raspail,Raspail (boulevard François-Vincent),Centre,NANTERRE,92000,92050,641872.92859634,6866575.50327729,2.20717329977069,48.8965596865582
399,Vie Pratique,AutoLIB,Station AutoLIB Rigault,3 r Rigault,Rigault (rue),Centre,NANTERRE,92000,92050,641190.811544217,6866227.77716674,2.19791834589075,48.8933708319393
390,Vie Pratique,AutoLIB,Station AutoLIB République,403 av de la République,République (avenue de la),Petit Nanterre,NANTERRE,92000,92050,643078.896144614,6868286.26061457,2.22339158889001,48.9120512334423
408,Vie Pratique,AutoLIB,Station AutoLIB République,326 av de la République,République (avenue de la),Petit Nanterre,NANTERRE,92000,92050,642532.605579719,6867944.91813108,2.21598494896611,48.9089332229679
498,Vie Pratique,AutoLIB,Station AutoLIB Salvador Allende,r Salvador Allende,Allende (rue Salvador),Parc Nord,NANTERRE,92000,92050,643227.031886809,6866272.93106966,2.22568192006973,48.8939596585109
398,Vie Pratique,AutoLIB,Station AutoLIB Suresnes,r de Suresnes,Suresnes (rue de),Plateau - Mont-Valérien,NANTERRE,92000,92050,642170.232363097,6865311.02915411,2.21140035583085,48.8852157025924
397,Vie Pratique,AutoLIB,Station AutoLIB Union,r de l'Union,Union (rue de l'),Chemin de l'Ile,NANTERRE,92000,92050,640841.722592093,6866844.24761868,2.19307163411774,48.8988824088957
401,Vie Pratique,AutoLIB,Station AutoLIB Waldeck Rochet,10 r Waldeck Rochet,Rochet (rue Waldeck),Centre,NANTERRE,92000,92050,641199.465697899,6865905.67268607,2.19808098266441,48.8904751115901
536,Vie Pratique,Fourrière,Fourrière,28 r des Agglomérés,Agglomérés (rue des),Chemin de l'Ile,NANTERRE,92000,92050,640149.059552528,6866508.18893668,2.18367165623432,48.8957964092517
296,Vie Pratique,Gare,Gare Nanterre Préfecture,bd de Pesaro,Pesaro (boulevard de),Parc Nord,NANTERRE,92000,92050,643041.308690362,6866457.9616356,2.22312420436941,48.8956071342713
298,Vie Pratique,Gare,Gare Nanterre Université,bd des Provinces Françaises,Provinces Françaises (boulevard des),Université,NANTERRE,92000,92050,642479.705284879,6867119.55810611,2.21537517472831,48.9015065564887
297,Vie Pratique,Gare,Gare Nanterre Ville,r Béranger,Béranger (rue),Chemin de l'Ile,NANTERRE,92000,92050,641038.140606217,6866471.72035024,2.19580237097795,48.8955505109103
237,Vie Pratique,Gendarmerie,Gendarmerie Nationale,18 bd Jules Mansart,Mansart (boulevard Jules),Université,NANTERRE,92000,92050,642213.760876082,6866825.37769968,2.21178776702751,48.8988373479243
344,Vie Pratique,Marchés,Marché Charles de Gaulle,esp Charles de Gaulle,Gaulle (esplanade Charles de),Parc Nord,NANTERRE,92000,92050,643029.013323694,6866434.52195796,2.22295966114229,48.8953952660359
342,Vie Pratique,Marchés,Marché Pablo Picasso,av Pablo Picasso,Picasso (avenue Pablo),Parc Sud,NANTERRE,92000,92050,642952.691652417,6865746.98347241,2.22201114981402,48.8892058303317
345,Vie Pratique,Marchés,Marché de la Gare,av Benoît Frachon,Frachon (avenue Benoît),Chemin de l'Ile,NANTERRE,92000,92050,641005.570761018,6866533.83636729,2.19534953920758,48.8961061005637
343,Vie Pratique,Marchés,Marché du Centre,pl du Maréchal Foch,Foch (place du Maréchal),Centre,NANTERRE,92000,92050,640959.583841972,6865759.69782412,2.19483001032552,48.8891404842678
299,Vie Pratique,Parking,Parking Hôtel de Ville,av Frédéric et Irène Joliot Curie,Joliot Curie (avenue Frédéric et Irène),Centre,NANTERRE,92000,92050,641953.924110636,6866054.68642449,2.20834918443144,48.8918835750529
520,Vie Pratique,Parking,Parking La Croix,21 r de la Croix,Croix (rue de la),Vieux-Pont - Sainte-Geneviève,NANTERRE,92000,92050,640956.040332764,6865530.15468955,2.19481360870846,48.8870759961605
300,Vie Pratique,Parking,Parking Le Marché,pl du Maréchal Foch,Foch (place du Maréchal),Centre,NANTERRE,92000,92050,640934.931688979,6865731.01167783,2.1944978278995,48.888880263721
521,Vie Pratique,Parking,Parking Les Chenevreux,10 r de Suresnes,Suresnes (rue de),Plateau - Mont-Valérien,NANTERRE,92000,92050,642046.718226478,6865400.47098716,2.20970395231964,48.8860089054498
301,Vie Pratique,Parking,Parking Les Lumières,r Maurice Thorez,Thorez (rue Maurice),Centre,NANTERRE,92000,92050,641027.728134088,6866104.4941537,2.19571137754106,48.8922472982149
305,Vie Pratique,Parking,Parking Les Terrasses,17 r Célestin Hébert,Hébert (rue Célestin),Parc Nord,NANTERRE,92000,92050,643061.386635095,6866541.42271517,2.2233868399527,48.8963594301925
302,Vie Pratique,Parking,Parking Pablo Picasso,av Pablo Picasso,Picasso (avenue Pablo),Parc Sud,NANTERRE,92000,92050,642915.99479644,6865711.75981689,2.22151546062175,48.8888858288476
304,Vie Pratique,Parking,Parking Préfecture,r des Trois Fontanot,Trois Fontanot (rue des),Parc Nord,NANTERRE,92000,92050,642774.454608388,6866528.40321078,2.21947524545612,48.8962169111979
303,Vie Pratique,Parking,Parking Salvador Allende,r Salvador Allende,Allende (rue Salvador),Parc Nord,NANTERRE,92000,92050,642981.760902844,6866397.64937657,2.22232016910582,48.8950595075955
241,Vie Pratique,Police,Bureau de police Les Fontenelles,3 r de la Paix,Paix (rue de la),Parc Sud,NANTERRE,92000,92050,642979.464269429,6865565.93641805,2.22240055435873,48.8875801337302
239,Vie Pratique,Police,Bureau de police Les Muguets,4 pl des Muguets,Muguets (place des),Petit Nanterre,NANTERRE,92000,92050,642938.064088076,6868098.1977911,2.22149555426072,48.9103476401863
364,Vie Pratique,Police,CRS Autoroutière Ouest Ile de France,21 r Gutenberg,Gutenberg (rue),Chemin de l'Ile,NANTERRE,92000,92050,641152.056309864,6867417.8994716,2.19722479582451,48.904069347301
238,Vie Pratique,Police,Commissariat de Police,54 r du 19 Mars 1962,19 Mars 1962 (rue du),Centre,NANTERRE,92000,92050,641701.683532491,6866133.11675509,2.20489850894682,48.8925660658611
356,Vie Pratique,Poste,Poste Alouettes,58 r de Suresnes,Suresnes (rue de),Plateau - Mont-Valérien,NANTERRE,92000,92050,642153.362164639,6865333.21762224,2.21116729689034,48.8854137176219
346,Vie Pratique,Poste,Poste Berthelot,4 all René Descartes,Descartes (allée René),Université,NANTERRE,92000,92050,642252.172915697,6866489.40347626,2.21235738854888,48.8958195704092
347,Vie Pratique,Poste,Poste Chemin de l'Ile,15 bd du Général Leclerc,Leclerc (boulevard du Général),Chemin de l'Ile,NANTERRE,92000,92050,640886.56498459,6866690.02088653,2.19370472914598,48.8974996596491
351,Vie Pratique,Poste,Poste Muguets,11 pl des Muguets,Muguets (place des),Petit Nanterre,NANTERRE,92000,92050,642901.672277041,6868114.18685853,2.22099693559638,48.9104881916598
348,Vie Pratique,Poste,Poste Pablo Picasso,102 av Pablo Picasso,Picasso (avenue Pablo),Parc Sud,NANTERRE,92000,92050,642995.778249986,6865657.16024994,2.22261076951185,48.8884019101776
350,Vie Pratique,Poste,Poste Principale,10 r Waldeck Rochet,Rochet (rue Waldeck),Centre,NANTERRE,92000,92050,641279.780770786,6865920.84567563,2.19917414225677,48.8906188842441
522,Vie Pratique,Poste,Poste Terrasses,81 pl Nelson Mandela,Mandela (place Nelson),Parc Nord,NANTERRE,92000,92050,642808.518319599,6866715.28856165,2.21991464401298,48.897900493593
431,Vie Pratique,Propreté,Centre de tri des déchets,16 r Lavoisier,Lavoisier (rue),Chemin de l'Ile,NANTERRE,92000,92050,639547.478990488,6866532.0914891,2.17546367347836,48.8959551414625
182,Vie Pratique,Propreté,Déchèterie,59 av des Guilleraies,Guilleraies (avenue des),Chemin de l'Ile,NANTERRE,92000,92050,639900.944663808,6866553.53659444,2.18028135068872,48.8961810790117
242,Vie Pratique,Sapeurs Pompiers,Caserne des pompiers,6 r de l'Industrie,Industrie (rue de l'),République,NANTERRE,92000,92050,641462.792027123,6866909.82893394,2.20153349476476,48.8995289177021
307,Vie Pratique,Taxis,Taxis de La Boule,pl de la Boule,Boule (place de la),Vieux-Pont - Sainte-Geneviève,NANTERRE,92000,92050,641306.78832604,6865520.16076583,2.19959783515704,48.8870181939939
306,Vie Pratique,Taxis,Taxis des Terrasses de l'Arche,pl François Mitterrand,Mitterrand (place François),Parc Nord,NANTERRE,92000,92050,643100.549118355,6866457.7950771,2.22393217168868,48.8956108751044
101,Vie Pratique,Tourisme,Office de Tourisme,4 r du Marché,Marché (rue du),Vieux-Pont - Sainte-Geneviève,NANTERRE,92000,92050,640967.775023758,6865854.32272375,2.19492855414407,48.8899921471956
416,Vie Pratique,WC Publics,WC Publics - Parc des Anciennes Mairies,r Maurice Thorez,Thorez (rue Maurice),Centre,NANTERRE,92000,92050,641067.503214411,6866045.07622436,2.19626205753985,48.8917166272464
415,Vie Pratique,WC Publics,WC Publics - Place de la Boule,pl de la Boule,Boule (place de la),Vieux-Pont - Sainte-Geneviève,NANTERRE,92000,92050,641297.796422929,6865533.5317537,2.19947337202133,48.8871376128611
360,Vie Sociale,Centre Social et Culturel,Centre Hissez Haut,6 r Eugène Varlin,Varlin (rue Eugène),Vieux-Pont - Sainte-Geneviève,NANTERRE,92000,92050,640291.643709309,6865989.0441923,2.18568929348055,48.8911412764209
361,Vie Sociale,Centre Social et Culturel,Centre La Traverse,40 bd des Provinces Françaises,Provinces Françaises (boulevard des),Université,NANTERRE,92000,92050,642557.055165976,6867048.43344194,2.21643984951823,48.9008738820454
363,Vie Sociale,Centre Social et Culturel,Centre Les Acacias,12 r des Acacias,Acacias (rue des),Chemin de l'Ile,NANTERRE,92000,92050,640733.825160846,6866993.93958186,2.19157909511373,48.9002185724336
365,Vie Sociale,Centre Social et Culturel,Centre Les Canibouts,19 pl de Strasbourg,Strasbourg (place de),Petit Nanterre,NANTERRE,92000,92050,643309.127858371,6868122.39390288,2.22655447402325,48.9105980112668
359,Vie Sociale,Centre Social et Culturel,Centre P'Arc en Ciel,79 av Pablo Picasso,Picasso (avenue Pablo),Parc Sud,NANTERRE,92000,92050,642818.443285748,6865782.61272823,2.22017564354975,48.8895143177683
362,Vie Sociale,Centre Social et Culturel,Centre Valérie Méot,5 res des Iris,Iris (résidence des),Petit Nanterre,NANTERRE,92000,92050,642665.732062921,6867817.64388085,2.21781824493007,48.9078006018021
93,Vie Sociale,Centre Social et Culturel,Maison pour Tous,33 r Paul Vaillant-Couturier,Vaillant-Couturier (rue Paul),Plateau - Mont-Valérien,NANTERRE,92000,92050,641541.752445988,6865360.5509492,2.20282380753966,48.8856042767237
257,Vie Sociale,Foyer Logement,Maison des Aubépines - Domicile collectif,3 r des Aubépines,Aubépines (rue des),Petit Nanterre,NANTERRE,92000,92050,642799.741710976,6868079.96766306,2.21961098230321,48.9101714303383
253,Vie Sociale,Foyer Logement,Résidence Pasteur - Association Nouveau Foyer des Cités Jardins,117 av Pablo Picasso,Picasso (avenue Pablo),Parc Sud,NANTERRE,92000,92050,643148.060191296,6865717.5628854,2.22467927735377,48.8889585459465
258,Vie Sociale,Foyer Logement,Résidence du Parc - Association Nouveau Foyer des Cités Jardins,58 bd de Pesaro,Pesaro (boulevard de),Parc Nord,NANTERRE,92000,92050,643292.329800442,6866005.64429633,2.22660815590274,48.891561841716
255,Vie Sociale,Foyer Logement,Résidence municipale des Muguets,354 av de la République,République (avenue de la),Petit Nanterre,NANTERRE,92000,92050,642833.816677623,6868116.30532137,2.22007094378797,48.9105012180823
256,Vie Sociale,Foyer Logement,Résidence municipale du Champs aux Melles,11 all Fernand Léger,Léger (allée Fernand),Parc Sud,NANTERRE,92000,92050,642547.598283246,6865651.01842652,2.216499991819,48.8883068443834
254,Vie Sociale,Foyer Logement,Résidence municipale du Square,22 av Louis Meunier,Meunier (avenue Louis),Centre,NANTERRE,92000,92050,641335.165676408,6866196.363199,2.19989135676902,48.89310151347
259,Vie Sociale,Foyer Restaurant,Foyer Restaurant des Muguets,354 av de la République,République (avenue de la),Petit Nanterre,NANTERRE,92000,92050,642827.705113523,6868112.44857804,2.21998808774657,48.9104659941041
262,Vie Sociale,Foyer Restaurant,Foyer Restaurant du Champs aux Melles,11 all Fernand Léger,Léger (allée Fernand),Parc Sud,NANTERRE,92000,92050,642555.156862661,6865654.50444497,2.21660259260795,48.8883388668441
263,Vie Sociale,Foyer Restaurant,Foyer Restaurant du Square,6 r Franklin,Franklin (rue),Centre,NANTERRE,92000,92050,641357.523913741,6866198.59286461,2.20019596388638,48.8931236005559
23,Vie Sociale,Insertion sociale et professionnelle,Bourse du Travail,13 r des Anciennes Mairies,Anciennes Mairies (rue des),Centre,NANTERRE,92000,92050,641181.74753648,6866069.18423512,2.19781670628891,48.8919438647339
3,Vie Sociale,Insertion sociale et professionnelle,Espace Accueil Insertion,44 r Salvador Allende,Allende (rue Salvador),Parc Nord,NANTERRE,92000,92050,642845.410503939,6866447.45559429,2.22045388119324,48.8954952971866
18,Vie Sociale,Insertion sociale et professionnelle,Maison de l'Emploi et de la Formation (MEF),6 av Vladimir Ilitch Lénine,Lénine (avenue Vladimir Ilitch),Centre,NANTERRE,92000,92050,641283.431930102,6865577.85773161,2.19927136615283,48.8875349042907
554,Vie Sociale,Insertion sociale et professionnelle,Mission Locale de Nanterre,6 av Vladimir Ilitch Lénine,Lénine (avenue Vladimir Ilitch),Centre,NANTERRE,92000,92050,641279.571161553,6865575.68639984,2.19921902003383,48.8875150265159
577,Vie Sociale,Insertion sociale et professionnelle,Pépinière d'entreprises - Pep IT ,14 r du Port,Port (rue du),Chemin de l'Ile,NANTERRE,92000,92050,639693.033522382,6866324.73104028,2.17747826665259,48.8941041233451
268,Vie Sociale,Maison de retraite,Maison de retraite du CASH,403 av de la République,République (avenue de la),Petit Nanterre,NANTERRE,92000,92050,642960.893721551,6868393.64119867,2.22176727718683,48.913006386074
266,Vie Sociale,Maison de retraite,Maison de retraite protestante,5 r Waldeck Rochet,Rochet (rue Waldeck),Centre,NANTERRE,92000,92050,641236.854039341,6865943.77620725,2.19858557419288,48.8908211698165
264,Vie Sociale,Maison de retraite,Résidence La Chamade,2 r des Grands Buissons,Grands Buissons (rue des),République,NANTERRE,92000,92050,641366.734231457,6866686.30699764,2.2002542036645,48.8975101756605
267,Vie Sociale,Maison de retraite,Résidence Sainte Geneviève,58 r Henri Barbusse,Barbusse (rue Henri),Centre,NANTERRE,92000,92050,640856.29596778,6865985.35323703,2.19339007392315,48.8911602034168
265,Vie Sociale,Maison de retraite,Résidence des Vignes,75 r des Vignes,Vignes (rue des),Plateau - Mont-Valérien,NANTERRE,92000,92050,641100.597594835,6865291.51206949,2.19681791099889,48.8849432410933
29,Vie Sociale,Solidarité,Agence Régionale de Santé,55 av des Champs Pierreux,Champs Pierreux (avenue des),La Boule - Champs Pierreux,NANTERRE,92000,92050,642403.035043746,6865550.03175533,2.21454235724294,48.8873858050835
383,Vie Sociale,Solidarité,CCAS - Service d'aide sociale et municipale des festivités,88 r du 8 Mai 1945,8 Mai 1945 (rue du),Centre,NANTERRE,92000,92050,641856.085071072,6866088.75037075,2.2070102487896,48.8921810655093
355,Vie Sociale,Solidarité,CCAS - Service de maintien à domicile,88 r du 8 Mai 1945,8 Mai 1945 (rue du),Centre,NANTERRE,92000,92050,641850.014665075,6866083.58599549,2.2069281711435,48.8921340767895
30,Vie Sociale,Solidarité,CROUS,200 av de la République,République (avenue de la),Université,NANTERRE,92000,92050,642283.406695351,6867533.8223439,2.21264133024412,48.9052142073484
17,Vie Sociale,Solidarité,Caisse Nationale d'Assurance Vieillesse,4 av Vladimir Ilitch Lénine,Lénine (avenue Vladimir Ilitch),Centre,NANTERRE,92000,92050,641291.617238097,6865575.92554611,2.19938325020675,48.8875182755101
16,Vie Sociale,Solidarité,Caisse Primaire d'Assurance Maladie (CPAM 92),130 r du 8 Mai 1945,8 Mai 1945 (rue du),Centre,NANTERRE,92000,92050,641923.578500427,6866131.40328862,2.20792485410993,48.892570712236
20,Vie Sociale,Solidarité,Caisse Régionale d'Assurance Maladie (CRAM),105 r des Trois Fontanot,Trois Fontanot (rue des),Parc Nord,NANTERRE,92000,92050,643178.097838044,6866367.53497972,2.22500189521284,48.8948060640541
22,Vie Sociale,Solidarité,Caisse d'Allocations Familiales,70 r Paul Lescop,Lescop (rue Paul),Chemin de l'Ile,NANTERRE,92000,92050,640334.908970416,6866574.72780417,2.18619698998773,48.8964120052879
243,Vie Sociale,Solidarité,Centre Local d'Information et de Coordination gérontologique - C.L.I.C.,13 pl du Docteur Pierre,Pierre (place du Docteur),République,NANTERRE,92000,92050,641392.540110558,6866783.48173748,2.20059274835541,48.8983863607249
644,Vie Sociale,Solidarité,Centre d'information - Maison Daniel Féry,10 bd Jules Mansart,Mansart (boulevard Jules),Université,NANTERRE,92000,92050,642251.43686229,6866760.14393736,2.21231051442044,48.8982541195094
2,Vie Sociale,Solidarité,EDAS - Antenne du Parc,30 av des Champs Pierreux,Champs Pierreux (avenue des),La Boule - Champs Pierreux,NANTERRE,92000,92050,642261.543900996,6865706.0686057,2.21259173251603,48.8887762949056
1,Vie Sociale,Solidarité,EDAS - Le Quartz,4 av Benoît Frachon,Frachon (avenue Benoît),Chemin de l'Ile,NANTERRE,92000,92050,640963.38789428,6866572.88467539,2.1947687977261,48.896453372308
432,Vie Sociale,Solidarité,MDPH (Maison Départementale des Personnes Handicapées),2 r Rigault,Rigault (rue),Centre,NANTERRE,92000,92050,641210.096635237,6866241.86340779,2.19817940084461,48.8934992630204
476,Vie Sociale,Solidarité,Maison de l'Etudiant,200 av de la République,République (avenue de la),Université,NANTERRE,92000,92050,642346.489025921,6867251.40250184,2.21354020180894,48.9026802352713
19,Vie Sociale,Solidarité,Sécurité Sociale du Petit Nanterre,320 av de la République,République (avenue de la),Petit Nanterre,NANTERRE,92000,92050,642552.920561805,6867908.14776673,2.21626706250982,48.9086043849149
21,Vie Sociale,Solidarité,URSSAF Paris RP,97 av François Arago,Arago (avenue François),Parc Nord,NANTERRE,92000,92050,643045.472776882,6866992.26622066,2.22310929808826,48.9004122024554
